URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpspiauifolhauolcombrlupaverificamoscartazqueiroz	httpspiauifolhauolcombrlupa	2019-05-27 16:06:45	apoiamo fim previdência ensino universitário entrega embraer petrobra bb cef correio pátria amada queiroz livr	empti	verificamo foto manifestant pedem queiroz livr fim ensino universitário montagem	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosluanapiovanibolsonaro	httpspiauifolhauolcombrlupa	2018-11-01 16:17:30	luana piovani quer dizer agora bolsonaro ganhou anitta vai resistência imagem	empti	verificamo luana piovani atac artista defendeu bolsonaro rede social	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoscrackcocainauf	httpspiauifolhauolcombrlupa	2019-05-13 16:37:08	pino crack cocaína recolhido universidad feder espírito santo	empti	verificamo falso foto mostr pino crack cocaína recolhido universidad feder	4.0	6	falso
httpsaosfatosorgnoticiasvideoepoststentamvincularjeanwyllysadeliousandoinformacoesfalsa	httpswwwaosfatosorg	2019-01-25	parec novo deputado assumem dia fevereiro perdem imunidad parlamentar cara adélio bispo frequentava gabinet deputado feder jean wylli lá brasília rodrigo maia escondeu informação fez inscrição fez entrada	verdad wylli renunci cargo porqu nova legislatura possui imunidad parlamentar respond justiça deputado continuam tendo foro privilegiado regra sobr tipo crime pode julgado stf voga desd maio ano passadoadélio bispo filiado psol evidência visitado jean wylli câmara falsa informação alguém tentou forjar álibi adélio dia atentado diretor polícia legislativa câmara paul pierr deeter explic aconteceu erro recepcionista	vídeo post tentam vincular jean wylli adélio usando informaçõ falsa fato	1.0	5	falso
httpsapublicaorgtrucodadosfalsoseomissoesmarcamestatutodoarmamento	httpsapublicaorg	2017-10-27	apó dez ano promulgação estatuto desarmamento quaisquer dado objetivo apontem sentido redução índice violência contrário desd entrada vigor daquela lei número total homicídio brasil apresent aumento atingindo preocupant marca mil	justificativa projeto estatuto armamento senador wilder morai ppgo afirm apó dez ano promulgação estatuto desarmamento quaisquer dado objetivo apontem sentido redução índice violência	dado falso omissõ marcam estatuto armamento agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosestadaoarruinarbolsonaro	httpspiauifolhauolcombrlupa	2019-03-10 21:08:23	jornalista estadão intenção arruinar flávio bolsonaro governo	empti	verificamo falso repórter estadão dito pretend arruinar flávio bolsonaro governo	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosdatenabolsonaro	httpspiauifolhauolcombrlupa	2018-10-03 16:32:35	bolsonaro cara confio cara trabalha luta erra aprend erro vídeo	empti	verificamo datena fez vídeo apoio alckmin bolsonaro	4.0	6	falso
httpsaosfatosorgnoticiasimagensdecaravanademotossaoderomariaenaodeapoiobolsonaro	httpswwwaosfatosorg	2018-09-24	rapaz vai primeiro turno	publicação feita último sábado facebook engana dizer vídeo mostra caravana moto manifestação apoio jair bolsonaro candidato psl presidência república verdad imagen gravada durant moto romaria dia setembro evento reuniu milhar motocicleta caravana faz percurso km fortaleza canindé ceará evento cunho político	imagen caravana moto romaria apoio bolsonaro fato	1.0	5	falso
httpsapublicaorgtrucoerrosdochefedabancadaruralista	httpsapublicaorg	2017-09-15	invasão reserva assunto passado acab tempo	entrevista deutsch well chefe bancada ruralista deputado feder nilson leitão psdbmt afirm invasão reserva assunto passado acab tempo	erro chefe bancada ruralista agência pública	1.0	8	falso
httpsaosfatosorgnoticiascincodosministrosanunciadosporbolsonarosaoreusouinvestigadosnaomaisdametad	httpswwwaosfatosorg	2018-12-05	governo fichasuja metad ministro bolsonaro problema justiça	verdad trê futuro ministro onyx lorenzoni casa civil paulo gued economia luiz mandetta saúd investigado ministério público doi tereza cristina agricultura marcelo lvaro antônio turismo respondem açõ justiça outro doi nomeado augusto heleno gabinet segurança institucion marco pont ciência tecnologia alvo inquérito passado atualment investigado	cinco ministro anunciado bolsonaro réu investigado metad fato	3.0	5	falso
httpsapublicaorgtrucoluladizquemaispobresvaoganharmeiosalariominimocomreformadaprevidenciaestacerto	httpsapublicaorg	2017-03-22	reforma previdência vai fazer trabalhador pobr dest paí sobretudo trabalhador rurai dest nordest passem receb metad salário mínimo ter noção trabalhador representam economia pequena cidad dess paí	discurso dia março durant manifestação contra reforma previdência paulo expresident luiz inácio lula silva pt afirm mudança proposta governo vão fazer trabalhador pobr brasil especi trabalhador rurai nordest passarão receb metad salário mínimo	lula diz pobr vão ganhar meio salário mínimo reforma previdência certo agência pública	1.0	8	falso
httpsaosfatosorgnoticiasdelegadoqueinvestigafacadanaocriticoubolsonaronofacebook	httpswwwaosfatosorg	2018-09-27	delegado investiga atentado contra bolsonaro petista declarado trabalh pimentel	pertencem delegado polícia feder rodrigo morai fernand responsável investigação atentado contra presidenciável jair bolsonaro psl foto post facebook crítica candidato mostrada publicaçõ meno cinco site desd última terçafeira fazer parec petista declarado página trazem informação falsa lado outra verdadeira delegado trabalh governo mina gerai durant gestão petista fernando pimentel	delegado investiga facada critic bolsonaro facebook fato	3.0	5	falso
httpsaosfatosorgnoticiaspilhadedinheiroemfotonaoedepaulopretomasdeapreensaonomexicoem	httpswwwaosfatosorg	2019-02-21	paulo preto milhõ mocozado colocava secar coaf viu nada	foto mostra milhar dólare euro peso mexicano apreendido operação contra narcotráfico méxico sido utilizada publicaçõ rede sociai dono dinheiro paulo vieira souza paulo preto	pilha dinheiro foto paulo preto apreensão méxico fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosferroviabolsonaro	httpspiauifolhauolcombrlupa	2019-05-13 21:37:53	golaço president bolsonaro compartilhar ninguém ficará sabendo globo mostra	empti	verificamo antigo vídeo construção ferrovia atribuída governo bolsonaro	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosarmassantacatarina	httpspiauifolhauolcombrlupa	2019-05-23 18:49:35	santa catarina hoje menor taxa assassinato	empti	verificamo falso santa catarina arma menor taxa homicídio paí	4.0	6	falso
httpsapublicaorgtrucoveraluciaerradadossobregrandesempresasnobrasil	httpsapublicaorg	2018-07-05	vivemo paí contraditoriament boi gent	acordo pesquisa pecuária municip ppm ibg existiam milhõ bovino brasil projeção população naquel ano feita ibg milhõ	vera lúcia erra dado sobr grand empresa brasil agência pública	8.0	8	verdadeiro
httpsapublicaorgtrucochecamosfrasesderodrigomaiasobrecunhacpmfbolsafamiliaecris	httpsapublicaorg	2016-07-22	dando bolsa família todo mundo critério porta saída control ponto vista nada	entrevista programa roda viva tv cultura president câmara rodrigo maia demrj afirm bolsa família distribuído nenhum critério	checamo frase rodrigo maia sobr cunha cpmf bolsa família crise agência pública	1.0	8	falso
httpsapublicaorgtrucohaddadexageraebolsonaroerraemfrasessobreeducacao	httpsapublicaorg	2018-10-26	segundo pisa aluno ano sabem tabuada	jair bolsonaro psl live facebook diss segundo pisa aluno ano sabem tabuada	haddad exagera bolsonaro erra frase sobr educação agência pública	1.0	8	falso
httpsapublicaorgtrucodeslizesdetemeraofalardocongressonorodaviva	httpsapublicaorg	2016-11-18	novembro maurício mora tore medeiro patrícia cagni vário tema abordado entrevista programa roda viva tv cultura dia novembro president michel temer falou sobr relação governo poder legislativo destac projeto base aliada conseguiu aprovar polêmica proposta emenda constituição pec teto gasto agora anális senado truco congresso projeto checagem dado agência pública feito parceria congresso foco selecion cinco frase temer menciona dado sobr conquista ajuda parlamentar analisar veracidad discurso político procurada revelar font informaçõ utilizada assessoria comunicação presidência república atendeu truco comentamo entrevista concedida president república autoexplicativa inform email dito temer sobr apoio congresso correto leia abaixo descobrimo veja checagem plataforma fato selecion outra frase entrevista roda viva mandamo aditamento déficit inauguralment r bilhõ meirel todo verificaram r bilhõ mandamo aditamento brevíssimo tempo dua trê semana aprovado congresso nacion convenhamo h manhã quórum câmara quórum senado michel temer entrevista programa roda viva tv cultura dia novembro exagerado distorcido discutível exagerado distorcido discutível primeira tentativa alterar meta fiscal prevista lei diretr orçamentária ldo feita ainda gestão dilma rousseff pt março governo enviou projeto lei congresso nacion n pln texto defendia previsão superávit ldo r bilhõ reduzida r bilhõ perdão gasto frustração receita prática resultariam rombo r bilhõ pln começ tramitar oficialment março comissão mista plano orçamento público fiscalização cmo dia seguint elabor cronograma analisar proposta documento aprovação cmo deveria ocorr abril disso projeto poderia entrar pauta sessão congresso votado deputado senador tornou president interino michel temer pmdb encaminh congresso proposta alteração pln solicitando autorização déficit ainda maior r bilhõ anunciado publicament maio chegou cmo maio votado dia aprovado apreciado deputado senador sessão congresso iniciada dia seguint concluída madrugada dia maio temer errou portanto dizer alteração pln demor dua trê semana aprovada verdad trê dia demonstração comprometimento base aliada então governo interino pressa outra explicação caso ldo alterada maio cumprida texto origin previa superávit r bilhõ acontecess consequência gravíssima paí governo realizar cort drástico comprometeriam funcionamento serviço público além ter acertado tempo tramitação nova meta fiscal congresso president omitiu circunstância técnica levaram apreciação rápida matéria desvinculação receita união dru paralisado dez mese votava votamo mê meio câmara senado exagerado distorcido discutível exagerado distorcido discutível proposta emenda constituição pec prorroga vigência desvinculação receita união dru apresentada câmara fevereiro apó longa trajetória casa dia junho ano deputado aprovaram texto plenário dia proposta enviada senado acordo governo base aliada acontecendo desd maio president michel temer passou organizar encontro parlamentar iniciar conversa aproximação garantir matéria aprovada assim senado sessão marcada dia agosto serviria votar proposta pec cancelada falta quórum apena sete dia necessidad acionar novament base aliada matéria seguiu segundo turno votação casa dessa forma trâmite concretiz dua casa fim agosto cerca trê mese conclusão trabalho junto pauta tempo equipara mê meio defendido president durant roda viva necessária inclus votação requerimento solicitava quebra prazo regiment acelerar tramitação proposta permit governo realocar livrement receita obtida taxa contribuiçõ sociai intervenção sobr domínio econômico cide havia coisa moralização empresa estatai sido votada senado convenhamo paralisado câmara tempo votamo meno trê mese exagerado distorcido discutível exagerado distorcido discutível president michel temer certo quanto tempo aprovação apó interferência tramitação proposta equívoco nesta frase afirmação texto paralisado câmara tempo verdad proposta protocolada senado agosto casa matéria incluída nove veze ordem dia aprovada senador aconteceu março chamada lei responsabilidad estatai pl enviada senado câmara abril dest ano entretanto falta acordo parlamentar sobr part important texto fez plenário casa aprovass matéria madrugada dia junho assim votação considerada principai derrota governo temer assumia interinidad época porqu aprovar texto deputado realizaram diversa alteraçõ projeto enviado casa senado flexibilizaram grand part proposta defendida governo além contrariar ponto defendido publicament president mudança responsávei retardar processo nomeação dirigent dessa companhia alteração part teor proposta texto precis apreciado vez senado rejeit principai mudança proposta câmara garantiu aprovação texto defendido president interino michel temer pmdb dia junho lei responsabilidad estatai lei outra medida estabelec regra nomeaçõ dirigent conselheiro administrativo empresa pública estatai sociedad economia mista publicada diário ofici união julho doi mese dia proposta emenda constitucion limita gasto público convenhamo governant quer gastar gostaria ter dinheiro burra cofr poder gastar consciência levamo congresso câmara aprov caro voto maior índice aprovação emenda constitucion viu hoje nenhuma modificação falso falso temer errou dizer pec teto gasto aprovada maior número voto história câmara rápida consulta proposta emenda constitucion passaram casa último ano mostra incomum ocorr margen ainda ampla sempr consenso parlamentar sobr tema exemplo pec precatório aprovada segundo turno dezembro voto favorávei apena contrário placar maior ainda pec orçamento impositivo voto favor contrário abstenção passar segundo turno câmara fevereiro doi caso ocorreu durant governo dilma valorizar resultado aprovação pec roda viva president temer escolheu melhor placar voto favorávei obtido primeiro turno outubro ainda deputado contrário pec votada segunda vez outubro apoio parlamentar reduzido voto favor número voto contrário subiu ocorreram dua abstençõ toda modificaçõ rejeitada plenário texto passou mudança ant disso tramitava comissão especi relat darcísio perondi pmdbr incluiu parcialment quatro emenda elaborar substitutivo mudou projeto origin aprovado deputado logo correto temer dizer nenhuma modificação pec teto gasto orçamento dest ano aumento dado categoria funcionai previsto déficit orçamentário r bilhõ portanto previsto orçamento	entrevista programa roda viva tv cultura dia novembro president michel temer pmdb afirm todo reajust dado funcionário público previsto orçamento	desliz temer falar congresso roda viva agência pública	4.0	8	falso
httpsaosfatosorgnoticiasvideodefoiadulteradoparaparecerprobolsonaro	httpswwwaosfatosorg	2018-09-19	milhão pessoa reúnem bolsonaro brasília arrepiar ainda dizem vencerá primeiro turno claro acredito	vídeo circula facebook meno desd segundafeira mostra manifestação brasília favor jair bolsonaro candidato psl presidência protesto impeach expresident dilma rousseff pt realizado capit feder versão circula rede áudio alterado fazer parec coro favor deputado hoje lidera intençõ voto palácio planalto	vídeo adulterado parec próbolsonaro fato	1.0	5	falso
httpsaosfatosorgnoticiasauxilioreclusaonaofoicriadopelopteraramentesuperaosalariominimo	httpswwwaosfatosorg	2018-12-27	pt tão bom trabalhador tão bom salário mínimo menor auxílio reclusão governo pt ladrão ganha trabalhador	falsa informação contida montagem circula rede sociai valor auxílio reclusão maior salário mínimo feito governo federai pt verdad benefício exist desd variável poi calcula partir contribuiçõ inss preso ant ir cadeia apto auxílio último salário contribuição presidiário pode ter ultrapassado teto r	auxílioreclusão criado pt valor depend contribuição inss fato	1.0	5	falso
httpsapublicaorgtrucofrasesdospresidenciaveissobresegurancapublica	httpsapublicaorg	2018-08-13	polícia feder mil agent paulo mil pessoa polícia militar	ciro gome pdt diss polícia feder mil agent enquanto paulo mil pessoa polícia militar	frase presidenciávei sobr segurança pública agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	flexibiliz poss arma	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	verdadeiro
httpsaosfatosorgnoticiasjeanwyllysnaofoiconvidadoparaserministrodaeducacaodehaddadnemdissequebibliaeumapiada	httpswwwaosfatosorg	2018-10-06	jean wylli futuro ministro educação governo fernando haddad pt	alguma semana circul rede sociai imagem imitava reportagem g dizia jean wylli aceitado convit fernando haddad ministro educação eventu governo comprova fez verificação dessa montagem apesar atribuída g reportagem assinada jornalista trabalhava folha spaulo além disso texto montagem feito padrõ escrita diferent daquel usado portal fim assessoria imprensa haddad wylli negaram qualquer convit	jean wylli convidado ministro educação haddad diss bíblia piada fato	1.0	5	falso
httpsaosfatosorgnoticiasvideodebolsonarosendoovacionadoedeenaofoigravadonomaracana	httpswwwaosfatosorg	2019-07-11	saída maracanã vist globo verá	verdad president jair bolsonaro sido ovacionado saída estádio maracanã final copa américa último domingo apesar imagen vêm sendo compartilhada rede veja aqui realment mostrarem momento apoio político registrada rio janeiro aeroporto fortaleza junho ant início campanha eleitor	vídeo bolsonaro sendo ovacionado gravado maracanã fato	3.0	5	falso
