URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpsaosfatosorgnoticiasimagemviraldistorcecomentariodecirosobrepatriciapillarem	httpswwwaosfatosorg	2018-10-06	mulher calar boca dar pio poi único papel mulher dormir comigo ciro gome	imagem publicada facebook nesta sextafeira distorc declaração proferida ciro gome sobr participação então mulher patrícia pillar campanha presidenci daquel ano considerada machistasegundo montagem circula rede social ciro diss mulher calar boca dar pio poi único papel mulher dormir comigo verdad atual presidenciável pdt falou companheira papéi important dormir comigo dormir comigo papel fundamentalalém disso imagemtambém omit seguida ciro tentou retratar comentário diss evidentement brincando companheira longa tradição manejar assunto sociai muita inteligência muita sensibilidad imensa satisfação poder contar opiniõ militância sido generosa	imagem viral distorc comentário ciro sobr patrícia pillar fato	3.0	5	falso
httpspiauifolhauolcombrlupaverificamoscaeteslulaplaca	httpspiauifolhauolcombrlupa	2019-07-05 15:51:33	bemvindo caeté cidad ond nasceu president lula pedimo desculpa	empti	verificamo falsa placa caeté pede desculpa terra natal lula	4.0	6	falso
httpsaosfatosorgnoticiasefalsoquepslpublicoutweetdefendendofimdosalarioedasferia	httpswwwaosfatosorg	2018-11-12	psl defendemo fim salário féria paga	verdad psl defendeu tweet fim salário féria remunerada montagem circula facebook atribui mensagem partido bolsonaro perfil pslofici conta verdadeira partido pslnacion manifest publicament respeito mudança ness direito	falso psl public tweet defendendo fim º salário féria fato	1.0	5	falso
httpsaosfatosorgnoticiasefalsoquemilitarpresoportransportarcocainaemaviaodafabsejafiliadoaopsl	httpswwwaosfatosorg	2019-06-27	sargento manoel silva rodrigu comitiva bozo preso tráfico droga espanha pastor evangélico filiado psl	verdad segundosargento aeronáutica manoel silva rodrigu preso espanha suspeito transportar quilo cocaína avião fab força aérea brasileira filiado psl veja aqui nome consta lista filiado partido militar ativa poderia associado legenda segundo artigo constituição	falso militar preso transportar cocaína avião fab filiado psl fato	1.0	5	falso
httpsapublicaorgtrucocabodacioloerranumerodecarceragensesuperlotacao	httpsapublicaorg	2018-09-04	carceragen delegacia unidad taxa ocupação reflet quadro hiperlotação unidad carcerária paí	cabo daciolo patriota plano governo plano nação colônia brasileira registrado tribun superior eleitor tse afirm carceragen delegacia unidad taxa ocupação reflet quadro hiperlotação unidad carcerária paí	cabo daciolo erra número carceragen superlotação agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosmstguerracivil	httpspiauifolhauolcombrlupa	2018-07-25 18:02:23	mst promet guerra civil lula continuar preso	empti	verificamo mst promet guerra civil lula continuar preso	4.0	6	falso
httpsaosfatosorgnoticiasefalsoqueflaviobolsonaroironizougarcomqueseguravaguardachuvaquandofoimorto	httpswwwaosfatosorg	2018-11-06	flávio bolsonaro elemento negro andando perto favela guardachuva mão queria quê correu risco culpa polícia	senador eleito flávio bolsonaro jamai diss frase nenhum registro público sequer comentado assassinato serrano aconteceu setembrobusca twitter senador eleito palavra negro guardachuva garçom culpa indicam escreveu respeito assassinato serrano ocorr página facebooka assessoria imprensa flávio bolsonaro negou dito frase atribuída montagem	falso flávio bolsonaro ironiz garçom segurava guardachuva morto fato	1.0	5	falso
httpsaosfatosorgnoticiasonunaopreviuimplantacaodechipsemtodaahumanidad	httpswwwaosfatosorg	2019-06-14	onu prevê toda humanidad chipada recusar excluído sociedad	verdad onu organização naçõ unida pretend implantar chip identificação biométrica toda humanidad pessoa recusarem excluída socialment segundo notícia falsa veja aqui plano estaria registrado agenda desenvolvimento sustentável lançada organização porém fato constat nada relacionado tópico documento	onu previu implantação chip toda humanidad fato	1.0	5	falso
httpsapublicaorgtrucochecamosargumentosproecontraoimpeach	httpsapublicaorg	2016-04-14	jogou pra frent imensa dívida relação pedalada fiscai alcanç r bilhõ continuaram	miguel real júnior jurista coautor pedido impeach dilma rousseff diss planalto pedal	checamo argumento pró contra impeach agência pública	3.0	8	falso
httpspiauifolhauolcombrlupaverificamosvideobrumadinhomt	httpspiauifolhauolcombrlupa	2019-01-27 21:18:54	momento exato rompimento barragem brumadinho vídeo	empti	verificamo vídeo mostra momento exato rompimento barragem brumadinho	4.0	6	falso
httpsapublicaorgtrucofrasesdospresidenciaveissobresegurancapublica	httpsapublicaorg	2018-08-13	cerca crime contra mulher aconteceram dentro casa	marina silva rede afirm cerca crime contra mulher aconteceram dentro casa	frase presidenciávei sobr segurança pública agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosbarracoloridaembalagen	httpspiauifolhauolcombrlupa	2018-12-07 16:08:23	barrinha colorida produto venceu voltou fabricant colocaram produto reaproveitar voltou mercado	empti	verificamo barra colorida embalagen leit indicam produto estragado	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoscuracanc	httpspiauifolhauolcombrlupa	2018-06-08 17:02:55	frade famoso divulga cura câncer	empti	verificamo frade famoso divulga cura câncer	4.0	6	falso
httpsapublicaorgtrucomoraessoserarevisordalavajatoemalgunscaso	httpsapublicaorg	2017-02-21	revisor lava jato porqu sendo aprovado cadeira aqui sendo sabatinado cadeira primeira turma revisor todo caso existent lava jato ministro celso mello relat ministro fachin sucedeu todo absolutament todo caso lava jato sucedeu ministro teori zavascki revisor ministro celso mello	sabatina senado ministro justiça licenciado alexandr mora afirm revisor caso operação lava jato caso torn ministro supremo tribun feder	mora revisor lava jato caso plenário agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosurnasrsam	httpspiauifolhauolcombrlupa	2018-10-25 21:34:33	acab dar agora odisseia fm brigada militar serafina corrêa aprendeu urna eletrônica dessa urna preenchida voto haddad meno imagem	empti	verificamo falsa notícia sobr urna apreendida voto haddad rs am	4.0	6	falso
httpsapublicaorgtrucoimprecisoescercamargumentosafavordareformatrabalhista	httpsapublicaorg	2017-06-26	informalidad relaçõ trabalho hoje assola cerca trabalhador paí	relatório apresentado ccj senador romero jucá pmdbrr diz tratar problema hoje assola cerca trabalhador paí situação todo contingent gostaria ficar desprotegido direito	imprecisõ cercam argumento favor reforma trabalhista agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamoschinapesca	httpspiauifolhauolcombrlupa	2018-11-27 20:05:10	segundo embaixador china brasil li jinzhang invadiu área pesca chinesa barco brasileiro oceano pesca i	empti	verificamo brasil cedeu área costeira china durant governo dilma rousseff	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmissbrasillula	httpspiauifolhauolcombrlupa	2018-12-21 15:51:33	mayra dia grita lula livr durant miss universo desclassificada	empti	verificamo página humor inform miss brasil havia sido desclassificada gritar lula livr	4.0	6	falso
httpspiauifolhauolcombrlupaverificamossergiomoroalbertofraga	httpspiauifolhauolcombrlupa	2018-11-01 16:47:01	sergio moro conden alberto fraga quatro ano cadeia imagem	empti	verificamo falso sergio moro conden alberto fraga	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosterragotboltao	httpspiauifolhauolcombrlupa	2019-07-03 17:54:33	último domingo terra invadiram fazenda ramsé boltão nort paí destruíram lavoura ano sequestraram esposa jovem sônia estrela boltão espancaram mort	empti	verificamo falso terra invadiram fazenda ramsé boltão nort paí	4.0	6	falso
httpsaosfatosorgnoticiashomememfotocomjaireflaviobolsonaroeatordetropadeelitenaomilicianoforagido	httpswwwaosfatosorg	2019-01-30	amigo meio foragido procurado assassinato mariel	ator sandro rocha homem estáem umafoto lado president jair bolsonaro psl senador eleito flávio bolsonaro pslrj adriano nóbrega excapitão bope acusado integrar grupo miliciano suspeito assassinato vereadora mariel franco psol foragido	homem foto jair flávio bolsonaro ator tropa elit miliciano foragido fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosditaduravala	httpspiauifolhauolcombrlupa	2019-03-27 17:38:59	paulo arqueólogo escavaram vala peru utilizada descartar corpo durant ditadura militar ossada encontrada vc acha razõ comemorar data procur psicólogo	empti	verificamo imagem ossada vala clandestina brasil sim argentina	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosvideovulcaoindonesia	httpspiauifolhauolcombrlupa	2019-06-21 07:01:50	vulcão sinabung entra erupção indonésia domingo junho h pare ver tela escurec vejam parar	empti	verificamo vídeo mostra erupção vulcânica indonésia junho	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosislamicosarvor	httpspiauifolhauolcombrlupa	2018-12-12 18:48:10	imigrant islâmico alemanha destruindo árvore natal woolworth	empti	verificamo vídeo mostra islâmico destruindo árvore natal alemanha	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosovopel	httpspiauifolhauolcombrlupa	2019-05-07 20:26:20	atras envelhecimento fazendo ácido hialurônico casa	empti	verificamo casca ovo água quent recomendado tratamento pele	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	cortou suntuosa verba carnav outro evento passando responsabilidad próprio idealizador	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	falso
httpsaosfatosorgnoticiaspresidentedachinanaodeclarouguerramundiallegendasemvideosaofalsa	httpswwwaosfatosorg	2019-02-08	urgentssimo china manda recado eua mundo preparems tudo iremo entrar terceira guerra mundial	vídeo discurso ano novo president china xi jinp gravado final ano passado circulando rede sociai legenda dizem declar guerra eua resto mundo mensagem origin jinp deseja feliz ano novo toda pessoa elenca conquista feita paí ano mensagem inclus president prega paz mundial diferentement vem sendo compartilhado rede	president china declar iii guerra mundial legenda vídeo falsa fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosfhcnaodeclarouapoiofernandohaddadnooturno	httpspiauifolhauolcombrlupa	2018-10-27 13:57:33	fhc saída haddad bolsonaro vou haddad	empti	verificamo fhc declar apoio fernando haddad turno	4.0	6	falso
httpsapublicaorgtrucoafifusadadofalsoenumerosemcontextosobreempresa	httpsapublicaorg	2018-06-21	constituint colocamo proibido todo qualquer trabalho menor ano aí turma resolveu mudou proibido todo qualquer trabalho menor ano exceção aprendiz partir ano fizeram lei aprendizado grand empresa representam universo empresa esquecemo fazer lei aprendizado empresa micro pequena empresa	exist lei aprendizagem específica micro pequena empresa brasil	afif usa dado falso número contexto sobr empresa agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamoszaninreulavajato	httpspiauifolhauolcombrlupa	2018-12-19 19:13:48	advogado lula vira réu embolsar r milhõ fecomércio	empti	verificamo falsa informação advogado cristiano zanin réu lava jato	4.0	6	falso
httpsaosfatosorgnoticiasjovemseminuemfotodaparadalgbtqdeatenasnaoeodeputadozecadirceu	httpswwwaosfatosorg	2019-04-08	zeca tchutchuca zeca dirceu aug militância enquanto papai preso	deputado feder zeca dirceu ptpr homem seminu corpo repleto dizer feminista vegano ateu aparec foto tirada parada lgbtq atena grécia	jovem seminu foto parada lgbtq atena deputado zeca dirceu fato	1.0	5	falso
httpsapublicaorgtrucoexageroseimprecisoesmarcamdiscursodelulaemcaravana	httpsapublicaorg	2017-11-21	previdência deficitária agora superavitária	discurso encerramento caravana mina gerai expresident luiz inácio lula silva afirm mão dando dinheiro comprar empresa estado unido argentina ajuda paí	exagero imprecisõ marcam discurso lula caravana agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosrodrigosantorobolsonaro	httpspiauifolhauolcombrlupa	2018-11-15 17:18:31	santoro nunca precis lei rouanet	empti	verificamo falsa foto rodrigo santoro usando camiseta rosto bolsonaro	4.0	6	falso
httpsaosfatosorgnoticiasfotodemanifestantequepedeofimdasuniversidadesretrataencenacaodeyoutub	httpswwwaosfatosorg	2019-05-29	série bolsominion têm transtorno mentai	foto mostra manifestant protesto prógoverno último domingo cartaz pedia outra coisa fim universidad bolsa acadêmica retrata verdad encenação youtub mariana motta canal púrpura infiltrada manifestant evento ironizar pessoa defendiam governo	foto manifestant pede fim universidad retrata encenação youtub fato	1.0	5	falso
httpsaosfatosorgnoticiasbolsonaronaodissequemariellefoiapenasmaisumamulhernegraquetomb	httpswwwaosfatosorg	2019-02-11	bolsonaro sei porqu tanto mi mi mi sobr mort mariel apena mulher negra tombou vida amigo	president jair bolsonaro psl dito diversa ocasiõ mort mariel franco diferent outro assassinato rio janeiro verdad dito mort apena mulher negra tombou	bolsonaro diss mariel ‘ apena mulher negra tombou ’ fato	1.0	5	falso
httpsapublicaorgtrucochecamososeconomistasdosprincipaiscandidato	httpsapublicaorg	2018-10-04	crescimento real gasto governo dilma menor crescimento real gasto governo lula	guilherm mello economista campanha fernando haddad pt diss entrevista central eleiçõ globonew crescimento real gasto governo dilma menor crescimento real gasto governo lula	checamo economista principai candidato agência pública	5.0	8	inconclusivo
httpsaosfatosorgnoticiasefalsoqueprincipeharryencontrouhaddademandoucartaparalula	httpswwwaosfatosorg	2018-12-11	príncipe harri fez questão conhec fernando haddad enviou carta president lula	foto acompanha publicação feita perfil pessoal mostra harri haddad durant visita região cracolândia paulo príncipe veio brasil conhec política pública projeto sociai petista prefeito capit paulista época	falso príncipe harri encontr haddad mandou carta lula fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamospesquisabolsonaro	httpspiauifolhauolcombrlupa	2018-09-17 17:30:52	paraná pesquisa registrado tse bolsonaro venc todo estado imagem	empti	verificamo pesquisa mostra bolsonaro vencendo todo estado	4.0	6	falso
httpsaosfatosorgnoticiasnaoeverdadequegovernobolsonarodescobriupetroleonomatogrosso	httpswwwaosfatosorg	2019-07-16	achado petróleo mato grosso ano consumo pode agora combustível reduzir litro vamo divulgar valeu bolsonaro	circula recent vídeo gravado maio funcionário petrobra mostra descoberta poço petróleo puro cidad josé rio claro mt imagen acompanhada legenda veja aqui suger descoberta conquista governo jair bolsonaro	verdad governo bolsonaro descobriu petróleo mato grosso fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosgeddelarquivado	httpspiauifolhauolcombrlupa	2019-02-15 16:43:35	inacreditável lembra mala geddel r milhõ justiça arquiv caso falta prova	empti	falso ação sobr r milhõ geddel sido arquivada	4.0	6	falso
httpspiauifolhauolcombrlupaverificamostuiteministro	httpspiauifolhauolcombrlupa	2019-01-16 16:16:27	hora combat fome miséria meno analfabetismo hora combat pt comunismo vamo junto	empti	verificamo falso ministro tuitou hora combat fome	4.0	6	falso
httpsapublicaorgtrucoemfrasesdoscandidatosoqueecertoeerradosobreeducacao	httpsapublicaorg	2018-08-16	número mulher diploma superior subiu	marina silva rede diss número mulher diploma superior subiu	frase candidato certo errado sobr educação agência pública	7.0	8	inconclusivo
httpsaosfatosorgnoticiashaddadnaodissequebolsonarofaltouadebateporquefedejustificativaedealiadododeputado	httpswwwaosfatosorg	2018-10-25	foge debat porqu fede diss haddad	imagem circula whatsapp distorc tira contexto frase candidato pt presidência fernando haddad sobr adversário jair bolsonaro psl comparec debat porqu fede verdad haddad apena coment frase deputado onyx lorenzoni demr aliado bolsonaro declar colostomizado peida fede meio debat político acha adequado	haddad diss bolsonaro faltou debat porqu fede justificativa aliado deputado fato	3.0	5	falso
httpspiauifolhauolcombrlupaverificamosmeninacumprimentabolsonaro	httpspiauifolhauolcombrlupa	2019-04-22 18:42:15	legenda vídeo president bolsonaro vou falar	empti	verificamo menina negou cumprimentar bolsonaro evento páscoa	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosmccartneylula	httpspiauifolhauolcombrlupa	2018-11-22 18:21:57	bonito ver expoent mundiai mostrando admiração respeito lula imagem	empti	verificamo falsa foto paul mccartney camiseta vê rosto lula	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosbicarbonatodesodiocuracanc	httpspiauifolhauolcombrlupa	2019-05-02 19:59:48	câncer fungo bicarbonato sódio ajuda curar câncer diz oncologista	empti	verificamo falso bicarbonato sódio cura câncer	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosguineequatori	httpspiauifolhauolcombrlupa	2018-09-18 19:22:58	coincidência guiné equatori paí lula perdoou dívida bilionária vária obra bilionária feita dinheiro bnde	empti	verificamo guiné equatori vária obra bilionária feita dinheiro bnde lula perdoou dívida	4.0	6	falso
httpsapublicaorgtrucochecamosfrasesdavotacaodadenunciacontratem	httpsapublicaorg	2017-08-02	doze ministro deputado voltaram correndo congresso votar favor michel temer	discurso câmara deputado deputado feder ivan valent psolsp afirm ministro temer voltaram congresso votar president	checamo frase votação denúncia contra temer agência pública	4.0	8	falso
httpsaosfatosorgnoticiasefalsoquepoliciafederaldescobriuilhadermilhoesdafamiliadelula	httpswwwaosfatosorg	2018-07-12	pf descobr ilha r milhõ família lula	casa fica ilha macaco angra rei pertenc jona leit suassuna filho dono grupo gol sócio fábio luí lula silva lulinha gamecorp empresário dono sítio atibaia interior paulista atribuído lula investigaçõ lava jato fato constat foto ilustra post the folha correspond casa suassuna angra rei imóvel ilha curupu maranhão propriedad família sarney	falso polícia feder descobriu ilha r milhõ família lula fato	4.0	5	falso
httpspiauifolhauolcombrlupaverificamoslulachavezevo	httpspiauifolhauolcombrlupa	2018-12-06 15:37:20	enquanto petista falam continência bolsonaro president americano vamo deixálo esquec referência joelho lula fez ditador hugo chávez evo moral foto	empti	verificamo adulterada foto mostra lula ajoelhado diant chávez evo	4.0	6	falso
httpsaosfatosorgnoticiasdeputadoquediscutecommulheremvideonaoedoptenemofereceudinheiroporgravacao	httpswwwaosfatosorg	2018-10-17	abuso deputado pt rio janeiro visita escola oferec dinheiro professora façam vídeo falso veja aconteceu	vídeo agosto ano passado mostra discussão deputado estadu paulo ramo pdtrj exfuncionária abrigo municip animai sido compartilhado facebook parlamentar feder pt visita escola oferec dinheiro professora façam vídeo falso verdad	deputado discut mulher vídeo pt ofereceu dinheiro gravação fato	1.0	5	falso
httpsaosfatosorgnoticiasnaoeverdadequegovernopagabolsaditaduramilanistiadospolitico	httpswwwaosfatosorg	2019-02-12	podem conferir googl bolsa ditadura sabia mil anistiado chico buarqu gilberto gil caetano veloso marieta severo taiguara lula zé dirceu fhc recebem bolsa ditadura mensalment isento pagar imposto renda tudo pago otário	falso mil anistiado recebem todo mese bolsa ditadura sequer exist nome verdad segundo ministério economia hoje governo feder paga indenizaçõ mensai cerca pessoa sofreram perseguiçõ política acordo previsto lei n	verdad governo paga ‘ bolsa ditadura ’ mil anistiado político fato	1.0	5	falso
httpsapublicaorgtrucocirogomesexageradadossobretrabalhoimpostoseseguranca	httpsapublicaorg	2018-07-27	fechamo mil indústria último mese	candidato presidência ciro gome pdt afirm fechada mil indústria último mese	ciro gome exagera dado sobr trabalho imposto segurança agência pública	2.0	8	inconclusivo
httpsapublicaorgtrucopeccontraabortousaargumentocientificofalso	httpsapublicaorg	2017-06-20	enorm avanço ciência registrado último ano fetologia embriologia conhecimento dna vieram ressaltar concepção único momento possível identificar início vida humana	senador magno malta pre texto justificativa pec afirm enorm avanço ciência registrado último ano fetologia embriologia conhecimento dna mostraram concepção único momento possível identificar início vida humana	pec contra aborto usa argumento científico falso agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamospesquisaintervencao	httpspiauifolhauolcombrlupa	2018-05-25 21:03:54	clamor sociedad brasileira quer intervenção militar	empti	verificamo pesquisa aponta sociedad brasileira quer intervenção militar	4.0	6	falso
httpspiauifolhauolcombrlupaverificamospatriciapillarcirogom	httpspiauifolhauolcombrlupa	2018-09-20 10:06:33	batia ciro gome patrícia pillar imagem	empti	verificamo vídeo patrícia pillar nega ter sido vítima agressão part ciro gome	4.0	6	falso
httpsapublicaorgtrucoemguerradosonibusdespmpleprefeiturausamdadoserrado	httpsapublicaorg	2018-04-12	planilha mpl sobr licitação ônibu fake news	paulo transport sptran empresa gerencia transport público paulo fez post março facebook acusando planilha sobr licitação ônibu criada mpl falsa	guerra ônibu sp mpl prefeitura usam dado errado agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamoslistabolsonaro	httpspiauifolhauolcombrlupa	2019-04-17 07:00:57	bolsa valor super mil ponto primeira vez história	empti	verificamo publicação lista açõ bolsonaro trê mese sete verdadeira	4.0	6	verdadeiro
httpsapublicaorgtrucoalckminacertaevolucaodopibmasusadadofalsosobreimposto	httpsapublicaorg	2018-07-25	lei feder diz dia mãe natal semana santa série data preso perto terminar pena podem sair naquela semana	précandidato presidência geraldo alckmin psdb afirm lei feder diz dia mãe natal semana santa série data preso perto terminar pena podem sair naquela semana	alckmin acerta evolução pib usa dado falso sobr imposto agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosenemaovivo	httpspiauifolhauolcombrlupa	2018-11-03 12:30:15	ano passado acertei questõ enem nest ano assim nota pode menor	empti	verificamosenem checamo vivo informaçõ circulam rede	4.0	6	verdadeiro
httpsaosfatosorgnoticiasvideodeboechatemviralizacomosefossedavesperadamortedojornalista	httpswwwaosfatosorg	2019-02-14	ant mort jornalista ricardo boechat zombou brincou deu desqualific livro apocalips sobr segunda vinda jesu acompanh vídeo deu brinca	vídeo verdad mostra trecho participação boechat programa agora tard apresentado danilo gentilli tv bandeirant dia setembro ocasião apresentador desafi boechat anunciar apocalips dando notícia texto piada criado jornalista tendo sido apresentado hora teleprompt mostra íntegra programa	vídeo boechat viraliza véspera mort jornalista fato	1.0	5	falso
httpsapublicaorgtrucochecamososeconomistasdosprincipaiscandidato	httpsapublicaorg	2018-10-04	imposto nívei país desenvolvido acima país emergent	paulo gued economista campanha jair bolsonaro psl diss entrevista jovem pan imposto nívei país desenvolvido acima país emergent	checamo economista principai candidato agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamoslabioleporino	httpspiauifolhauolcombrlupa	2019-03-28 18:28:12	caso conheçam alguém lábio leporino eou fenda palatina informas existem médico americano disposto operar hospit militar existem pacient necessário pacient operar próxima semana	empti	verificamo falso médico americano buscam pacient lábio leporino operar hospit militar	4.0	6	falso
httpspiauifolhauolcombrlupaverificamoscapasrevistasoeaicaza	httpspiauifolhauolcombrlupa	2018-09-29 12:25:47	gerardo icaza abr boca assum fraud urna favor pt	empti	verificamo falsa capa revista diretor oea reconhecendo fraud urna	4.0	6	falso
httpsapublicaorgtrucoreformadaprevidenciaexisterombonaseguridadesoci	httpsapublicaorg	2017-04-20	déficit dess sistema seguridad social r bilhõ ampliação relação	durant divulgação balanço seguridad social março georg soar secretário orçamento feder ministério planejamento desenvolvimento gestão afirm seguridad social registr déficit r bilhõ ampliação relação	reforma previdência exist rombo seguridad social agência pública	5.0	8	inconclusivo
httpsapublicaorgtrucofrasesdoscandidatosapresidentesobreeconomia	httpsapublicaorg	2018-08-14	brasil oitava economia mundo hoje nona	marina silva rede diss brasil oitava economia mundo hoje nona	frase candidato president sobr economia agência pública	1.0	8	falso
httpsaosfatosorgnoticiasefalsoquemorotransferiucriminososdocearaparapresidiosfederaisfotousadaemposted	httpswwwaosfatosorg	2019-01-09	chefe crime organizado ceará levado prisão feder pouco super ministro justiça mostra força	falsa publicação diz ministro justiça segurança pública sergio moro transferiu chefe crime organizado ceará prisõ federai peça além distorc número referent crise segurança estado ainda utiliza foto datada tentar conferir veracidad desinformação	falso moro transferiu criminoso ceará presídio federai foto usada post fato	1.0	5	falso
httpsapublicaorgtrucodecisaodejuizsobreacusadodeejacularemjovemnoonibusediscutivel	httpsapublicaorg	2017-09-01	ejacular sobr jovem acusado cometeu estupro importunação ofensiva pudor	termo audiência custódia diego ferreira novai preso flagrant sob acusação estupro juiz josé eugenio amar souza neto afirma conduta indiciado enquadra importunação ofensiva pudor contravenção penal prevista artigo lei contravençõ penai crime estupro artigo código penal	decisão juiz sobr acusado ejacular jovem ônibu discutível agência pública	5.0	8	inconclusivo
httpsaosfatosorgnoticiasefalsoquedilmadefendeuidadesminimasdeeanosparaaposentadoria	httpswwwaosfatosorg	2019-02-18	olha aí petralha dilma quer mulher aposentem ano homen	publicaçõ rede sociai distorcem declaração expresident dilma rousseff pt dizer maneira falsa apoiava idad mínima aposentadoria ano mulher ano homen verdad vídeo trazido post trecho editado debat presidenci tv globo petista falava sobr fórmula vigor desd considera soma idad trabalhador oseu tempo contribuição inss hora conced aposentadoria	falso dilma defendeu idad mínima ano aposentadoria fato	1.0	5	falso
httpsapublicaorgtrucochecamosargumentosproecontraoimpeach	httpsapublicaorg	2016-04-14	letra lei artigo constituição feder momento crime abertura crédito suplementar	janaina conceição paschoal jurista coautora pedido impeach dilma rousseff diss simpl abertura crédito suplementar crime	checamo argumento pró contra impeach agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosbolsonarocarnav	httpspiauifolhauolcombrlupa	2019-03-14 16:13:40	perícia mostrou vídeo bozo sic postou americano	empti	verificamo falso vídeo explícito postado bolsonaro twitter sido gravado exterior	4.0	6	falso
httpsaosfatosorgnoticiascasamentodepretagilnaofoipagocomaleirouanetboatodevoltaasred	httpswwwaosfatosorg	2018-12-28	boombaa bolsonaro descobr ke casamento preta gil pago lei rouanet pasmem milh mil	cantora preta gil utiliz dinheiro público arrecadado lei rouanet realizar casamento além projeto parecido cadastrado portal lei nenhum indício investigação apurar ocorreu informação falsa voltou circular rede sociai nesta quintafeira origem texto publicado logo apó casamento filha gilberto gil	casamento preta gil pago lei rouanet boato volta rede fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosfalsopadrelula	httpspiauifolhauolcombrlupa	2019-05-01 07:50:29	falso padr visitava lula ia pra venezuela cuba	empti	verificamo falso homem disfarçado padr visitava lula preso	4.0	6	falso
httpsaosfatosorgnoticiasvideoeditadodecirogomesenganaaodizerqueeleeinimigodaigrejacatolica	httpswwwaosfatosorg	2018-10-06	ciro gome declara inimigo igreja católica	verdad ciro gome declarous inimigo igreja católica sustenta vídeo editado publicado perfil pessoal facebook prova disso segundo post trecho declaração ciro mostrada imagen diz quero estatização quero control social fim ilusão moralista católica fim ilusão humanidad precisa control entretanto contexto fala outro ver igreja católica presidenciável pdt comentava diferença relação dinheiro política país formação protestant católica	vídeo editado ciro gome engana dizer inimigo igreja católica fato	1.0	5	falso
httpsaosfatosorgnoticiasnowhatsappcorrenteprobolsonarotrazinformacoesfalsassobrereportagemdaveja	httpswwwaosfatosorg	2018-09-28	revista reproduz vária acusaçõ feita exesposa bolsonaro processo corria vara família sobr guarda filho processo movido president portanto réu	verdad ana cristina jair bolsonaro disputavam guarda único filho jair renan hoje ano idad época menor idad contrário diz corrent entrou processo exmulherd bolsonaro presidenciável segundo reportagem veja ana cristina alegava exmarido resistia fazer partilha justa ben abril deu entrada ação vara família tribun justiça rio janeiro	whatsapp corrent próbolsonaro traz informaçõ falsa sobr reportagem veja fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamossergiomoroalbertofraga	httpspiauifolhauolcombrlupa	2018-11-01 16:47:01	agora sergio moro aceita ministro junto fraga governo bozo sic imagem	empti	verificamo falso sergio moro conden alberto fraga	4.0	6	falso
httpsapublicaorgtrucopoliticosdobrasilnaosaoosmaiscarosdomundo	httpsapublicaorg	2018-10-03	brasil político caro mundo	joão amoêdo novo página ofici facebook afirm brasil político caro mundo	político brasil caro mundo agência pública	1.0	8	falso
httpsaosfatosorgnoticiasefalsoquelulaedilmanuncasehospedaramnablairhousenoseua	httpswwwaosfatosorg	2019-03-18	dilma lula nunca hospedaram ness palácio blair hous ambo ficavam hotéi estrela torravam milhõ milhõ dinheiro público	verdad expresident luiz inácio lula silva pt dilma rousseff pt nunca hospedaram blair hous palácio complexo casa branca washington usado acomodar chefe estado visita ofici president americano petista hóspede casa respectivament além fernando henriqu cardoso fernando collor ficaram local	falso lula dilma nunca hospedaram blair hous eua fato	1.0	5	falso
httpsaosfatosorgnoticiasbrasileiranaosaiudomissuniversoporgritarlulalivresatiraetratadacomoverdad	httpswwwaosfatosorg	2018-12-18	mayra dia grita lula livr durant miss universo desclassificada	miss brasil mayra dia realment conseguiu selecionada fase final miss universo tendo ficado primeira colocada concurso realizado domingo entanto gritou lula livr durant evento evidência desclassificação razõ política	brasileira saiu miss universo gritar ‘ lula livr ’ sátira tratada verdad fato	1.0	5	falso
